Product_Name,Brand,Offered_Price,Actual_Price,Rating,Connectivity,Compatibility
"GameSir G7 SE Wired Controller for Xbox Series X|S, Xbox One & Windows 10/11, Plug and Play Gaming Gamepad with Hall Effect Joysticks/Hall Trigger, 3.5mm Audio Jack",GameSir,5099,9999,4.3,Wired,Console
"Generic Wired USB Game Gamepad Controller for PC, Computer, Laptop - Windows Compatible Joypad Joystick Control",Generic,469,1999,3.1,Wired,Universal
"PowerA Wired Gaming Controller for Xbox Series X/S, Xbox One, PC, Windows 10/11, Pink (Officially Licensed)",PowerA,2699,4499,4.2,Wired,Universal
Kids Racing Game Steering Wheel Controller Yellow and Black with Digital Display Multi-Button Controls,Kids,449,999,2.6,Wired,Console
"TAG Gamerz G1000 USB Wired Gamepad For PC/PS3, Pressure Sensitive Analog Triggers, Haptic feedback, Accurate Joystick, Game Controller With Ergonomic Design, Plug & Play Joypad, Supports Windows 10/11",TAG,1058,2300,4.0,Wired,Universal
Xbox Accessory: Victrix by Turtle Beach Pro BFG Reloaded Wireless Modular Controller - Black - for Xbox Series X,Xbox,39808,39808,4.1,Wireless,Console
"Cosmic Byte Stellaris Controller, 3 Modes Wifi + Bluetooth + Wired for PC, iOS, Android, Hall Effect Trigger and Upgraded TMR Joystick, Macros, 1000mAh Battery, RGB LED, Software Support (Black)",Cosmic,2699,5499,4.2,Wired,Universal
"Cosmic Byte ARES Wired Controller for PC, Upgraded Hall Effect Joystick & Triggers, Dual Vibration, Backit LED Buttons, Turbo, Auto Turbo (Black)",Cosmic,999,2499,4.5,Wired,Universal
"Manba One Interactive Screen Wireless Gaming Controller for PC/Switch/iOS/Android,Hall Effect Stick & Trigger,RGB Lighting,Remappable Buttons,1800mAh with Charging Dock (Deep Black)",Manba,7739,10348,5.0,Wireless,Universal
"PowerA Wired Gaming Controller for Nintendo Switch, White (Officially Licensed)",PowerA,1799,2999,4.2,Wired,Console
"NiTHO PRO ONE Wireless Gaming Controller for PC, Switch, Android & iOS | Gaming Gamepad with Hall Effect Stick & Trigger, Turbo, Vibration, 6-Axis Sensor, Remappable Buttons, Smart Charging Dock",NiTHO,3679,5599,2.6,Wireless,Universal
"GAMENOPHOBIA Wired DualShock Controller for PlayStation 2 | Classic PS2 Gamepad with Vibration Feedback, Analog Sticks & Ergonomic Design | Compatible with Sony PS2 Console – Black",GAMENOPHOBIA,498,950,3.0,Wired,Console
"BlinkMart Ps Controller ps 3 wireless controller Compatible with PS-3, Slim,pro.",BlinkMart,999,1999,4.0,Wireless,Console
"NITHO SMART 2 Wireless Controller for Switch, PC, Android & iOS | Gaming Gamepad with Hall Effect Trigger & Stick, Adjustable Turbo & Vibration, 6-Axis Motion Sensor, Programmable Buttons - Black",NITHO,1899,2799,3.7,Wireless,Universal
"ENTWINO X3 Game Controller Wireless/Bluetooth Gamepad for Android Phone, PS3, N-Switch, PC, TV Set, Media Box - D-Input & X-Input Mode for Windows System",ENTWINO,799,1999,3.7,Wireless,Universal
Ant Esports GP300 Pro Tri Colour Wireless Gaming Controller Gamepad for PC 2.4Ghz Connectivity with Dual Vibration Motor Free OTG and USB Connector Full charge 12Hrs Playtime For all Windows Versions,Ant,1769,3499,4.0,Wireless,Universal
Cosmic Byte Starforge Tri-Mode Controller | Optical Triggers with Trigger Locks | TMR Replaceable Joysticks | Impulse Trigger Feedback | HD Voice Coil Vibration | Macro Back Buttons | RGB & Tri-Mode Connectivity,Cosmic,4285,9999,3.1,Wired,Console
"Cosmic Byte Ares Tri-Mode Wireless, Bluetooth, Wired Controller for PC – 2.4GHz, Bluetooth, USB-C Wired, Hall Effect Joysticks & Triggers, Turbo, Auto Turbo,Dual Vibration, Upgraded 1000Hz Polling (Black)",Cosmic,1699,3499,4.3,Wireless,Universal
SpinBot Astro GX2 Wireless PC Controller with RGB Lighting | 1000Hz Polling Rate | Hall Effect Joysticks | Turbo Mode | 2.4GHz Low-Latency Gamepad for Windows,SpinBot,1699,3499,4.0,Wireless,Universal
"ZEBRONICS MAX LINK PRO, Wireless Controller, Hall Effect, 6 Axis Gyro, Analog Triggers, Touch Pad, Dual Motor Haptics, Macro Buttons, Rechargeable Battery, Supports PS4, PS3, Windows, Android, iOS",ZEBRONICS,2099,4199,3.3,Wireless,Console
"Cosmic Byte Lumora Tri-Mode Controller with Stealth Black RGB-Reveal Design, Hall Effect Joysticks & Triggers, Mechanical Buttons, 1000Hz Polling Rate, 6-Axis Gyro, Windows Software, 3.5mm Audio Jack, Macro & Turbo, 1300mAh Battery",Cosmic,3399,5999,4.6,Wired,Console
Ant Esports GP300 Pro Tri Colour Wireless Gaming Controller Gamepad for PC 2.4Ghz Connectivity with Dual Vibration Motor Free OTG and USB Connector Full charge 12Hrs Playtime For all Windows Versions,Ant,1769,3499,4.0,Wireless,Universal
"GameSir Cyclone 2 Wireless Controller for Switch, PC, Steam, Android, iOS, PC Controller with Mag-Res™ TMR Sticks, Hall Effect Triggers, RGB Lightning, 6-Axis Gyro, Turbo - White （ NO Charging Dock)",GameSir,5098,509800,4.4,Wireless,Universal
"PSS Compatible with X-box 360/ PC Windows 7,8,10,11 Wired Controller for Xbox 360, Gamepad Joystick Remote for Xbox 360 and PC",PSS,999,1490,0,Wired,Universal
"Machenike G1 Pro Wireless PC Gaming Controller - TMR Effect Sticks & Triggers, 1000Hz Polling, Tri-Mode 2.4G/Bluetooth/Wired Gamepad, Multiplatform - PC/Windows/Android/iOS/Switch, Turbo, 600mAH battery (Frost Ghost – White Colour)",Machenike,2799,4200,4.0,Wireless,Universal
"PowerA FUSION Pro Wireless Gaming Controller with Lumectra for Xbox Series X/S, Xbox One, PC, Windows 10/11 with Ghost RGB LED Lighting, Black (Officially Licensed)",PowerA,9399,13999,3.9,Wireless,Universal
"Wireless Gaming Controller for Nintendo, Black, Dual Analog Sticks, Ergonomic Design",Wireless,699,1199,0,Wireless,Console
"Nitho Hexagon Wireless RGB Controller for PC, Switch, Android, iOS and Windows, with 6-Axis Motion Sensor, Customizable Triggers, Detachable Phone Clamp, Lightweight Honeycomb Design",Nitho,2199,3499,3.5,Wireless,Universal
"Cosmic Byte Stellaris Controller, 3 Modes Wifi + Bluetooth + Wired for PC, iOS, Android, Hall Effect Trigger and Upgraded TMR Joystick, Macros, 1000mAh Battery, RGB LED, Software Support (Black)",Cosmic,2699,5499,4.2,Wired,Universal
"Cosmic Byte ARES Wired Controller for PC, Upgraded Hall Effect Joystick & Triggers, Dual Vibration, Backit LED Buttons, Turbo, Auto Turbo (Black)",Cosmic,999,2499,4.5,Wired,Universal
GameSir G8 Galileo Type-C Gamepad Wired Controller for Android & iPhone 15-Serie (USB-C) Smartphone Gamepad with Hall Effect Joystick/Trigger Mobile Game Controller,GameSir,6499,7499,4.4,Wired,Console
"KOYOZO One Console-Grade Mobile Gaming Controller | Hall-Effect Joysticks & Triggers | Zero-Lag USB-C + Bluetooth | PC, PS Remote Play via App, Compitable with Android & IOS",KOYOZO,6499,6499,4.5,Wired,Universal
"Sounce 8 Pair / 16 Pcs Controller Thumb Grips PS5/PS4/Xbox One/360/Switch, Anti-Slip Joystick Caps for PS5 Remote Controller & Gamepads, Soft Silicone Thumb Stick Covers for Enhanced Grip & Protection",Sounce,199,699,4.4,Wired,Universal
OIVO INDIA Black Dragon Design Controller Silicone Cover Case Xbox Controller Skin Anti Slip Protective Case Sleeve Compatible for Xbox X/S Controller Remote,OIVO,349,499,2.4,Wired,Console
Xbox Wireless Controller Ice Breaker Special Edition,Xbox,6490,649000,4.4,Wireless,Console
"FRONTECH Fire Pro Wireless Gaming Pad with 2.4GHz | Dual Vibration Motors | RGB Lighting|Trigger Button|Compatible with PS3, PC & Android TV (GP-0002, Black)",FRONTECH,1709,3500,3.8,Wireless,Universal
"8Bitdo Ultimate 2 Bluetooth Controller for Switch & Windows PC, Switch Pro Controller with TMR Joysticks, Switchable Hall Effect/Tactile Triggers, Vibration and Motion Control, RGB Fire Ring, Black",8Bitdo,8999,8999,4.4,Wired,Universal
"meesa V8 Wireless BT4.0 Bluetooth Wireless Gaming Controller, Joystick Gamepad Computer Game Controller for PC Windows 7/8/10/Switch/TV Box/Laptop/Smart Phones(ANDROID/IOS)(Black)",meesa,761,1999,3.7,Wireless,Universal
Cosmic Byte Eclipse Tri-Mode Controller | Hall Effect Triggers with Trigger Locks | Adjustable Force TMR Joysticks | 6-Axis Gyro | HD Voice Coil Vibration | Macro Back Buttons | PC/Android/iOS,Cosmic,3499,6999,4.5,Wired,Universal
"Cosmic Byte Blitz Tri Mode Controller for PC, Hall Effect Triggers, 1000Hz Polling Rate, Adjustable Vibration, Turbo & Auto Turbo, Upgraded with Gyro, TMR Joystick, Software and Charging Dock Support (Black)",Cosmic,1999,3999,4.3,Wired,Universal
"PowerA Advantage Wired Gaming Controller with Lumectra for Xbox Series X/S, Xbox One, PC, Windows 10/11 with Vivid LED Lighting, Black (Officially Licensed)",PowerA,3299,329900,4.3,Wired,Universal
Cosmic Byte Starforge Tri-Mode Controller | Optical Triggers with Trigger Locks | TMR Replaceable Joysticks | Impulse Trigger Feedback | HD Voice Coil Vibration | Macro Back Buttons | RGB & Tri-Mode Connectivity,Cosmic,4285,9999,3.1,Wired,Console
Cosmic Byte Eclipse Tri-Mode Controller | Hall Effect Triggers with Trigger Locks | Adjustable Force TMR Joysticks | 6-Axis Gyro | HD Voice Coil Vibration | Macro Back Buttons | PC/Android/iOS,Cosmic,3499,6999,4.5,Wired,Universal
Porro Fino Wireless Gaming Controller Joystick Support for Android Phone Smart Box Smart TV & Smart Phone X3 Bluetooth Wireless Gamepad Controller Handle for Android,Porro,828,1899,3.8,Wireless,Console
"meesa V8 Wireless BT4.0 Bluetooth Wireless Gaming Controller, Joystick Gamepad Computer Game Controller for PC Windows 7/8/10/Switch/TV Box/Laptop/Smart Phones(ANDROID/IOS)(Black)",meesa,761,1999,3.7,Wireless,Universal
"TAG Gamerz GWL1000 Wireless Gamepad For PC/Android/PS3, Haptic Feedback, 8 Hour Non-Stop Gaming, Accurate Joystick, Controller With Ergonomic Design, Plug & Play Joypad, Windows 10/11",TAG,1157,4000,3.4,Wireless,Universal
"Astra One : Mobile Gaming controller for your Mobile, Tablet, Console or PC (White); Compatible with Android, iPhone, Windows, Mac, PS3, PS4",Astra,2199,4999,3.6,Wired,Universal
"(No Drift) ManbaOne Wireless Game Controller with Interactive Screen for Windows PC/Switch/iOS/Android,Hall Effect Stick and Trigger with Charging Dock (White)",(No,12093,3358095,4.4,Wireless,Universal
GAME GURU Wired USB Gamepad Controller for PS3 | Dual Vibration Joystick | Ergonomic Non-Slip Design | Plug & Play Wired Controller with 1.8m Cable Compatible with Sony PlayStation 3 & PC (Red),GAME,599,1599,4.0,Wired,Universal
"Maizic Smarthome Play-X Red 5 Wireless Gaming Controller with Dual Asymmetric Motors, 800mAh Battery, 3.5mm Headset Jack and Plug and Play Support, Compatible with PS4, Windows PC and Android",Maizic,1899,4399,5.0,Wireless,Universal
"Machenike G5 Pro Wireless PC Game Controller - Full Hall Effect, Mechanical Buttons, Gyro Motion Control, Turbo & Macro, BT 5.0/USB 2.4Hz/Wired, RGB Light, Windows/macOS/iOS/Android/Switch/Linux/TV (Black Pearl)",Machenike,3999,6200,4.1,Wireless,Universal
"Cosmic Byte Stellaris Controller, 3 Modes Wifi + Bluetooth + Wired for PC, iOS, Android, Hall Effect Trigger and Upgraded TMR Joystick, Macros, 1000mAh Battery, RGB LED, Software Support (Black)",Cosmic,2699,5499,4.2,Wired,Universal
"Cosmic Byte ARES Wired Controller for PC, Upgraded Hall Effect Joystick & Triggers, Dual Vibration, Backit LED Buttons, Turbo, Auto Turbo (Black)",Cosmic,999,2499,4.5,Wired,Universal
"GameSir Tegenaria Lite Wired Game Controller For Switch, Android, iOS, PC, Steam With Retro 90s Design, Hall Effect Sticks, 1000Hz Polling Rate, Dual Rumble Motors, Mappable Back Buttons, Ultra-Low Latency, Ergonomic Design -Serene White",GameSir,1999,199900,4.3,Wired,Universal
"Xbox Core Wireless Gaming Controller Carbon Black Series XS, One, Windows PC, Android, and iOS.",Xbox,6590,6590,4.7,Wireless,Universal
BLAXSTOC S-6 Pubg Mobile Trigger Gaming Gamepad Sensitive Triggers L1 R1 Shooting Aim Button Joystick Gamepad Controller for All Smartphone WITH SLEVES,BLAXSTOC,139,6950,3.7,Wired,Console
DSAN PC-Micro Programmable Remote Controller with PC-AS3-Grn Remote,DSAN,99870,194028,0,Wired,Universal
"Razer Wolverine V3 Tournament Edition Xbox/PC, 6 Remappable Buttons to Outplay Them All, 1000Hz Polling Rate for Competitive Play on PC, Wired Esports Controller - Black",Razer,14429,19999,3.6,Wired,Universal
"HND11 Mobile Gaming Controller for Android, iOS, PC, Wireless Bluetooth Gaming Controller with Hall Effect Triggers, Six-Axis Gyroscope, Dual Vibration, Black",HND11,2999,5999,4.2,Wireless,Universal
Porro Fino Wireless Gaming Controller Joystick Support for Android Phone Smart Box Smart TV and Smart Phone X3 Bluetooth Wireless Gamepad Controller Handle for Android,Porro,798,1999,3.3,Wireless,Console
"PunnkFunnk GX Pro Bluetooth Gaming Controller with Magnetic Hall 3D Joysticks, RGB Lighting, Dual Vibration, Bluetooth 5.0 Gamepad for iPhone, Android, PC, PS4, PS3 & XBOX (White)",PunnkFunnk,2899,289900,0,Wired,Universal
"Cosmic Byte Blitz Tri Mode Controller for PC, Hall Effect Triggers, 1000Hz Polling Rate, Adjustable Vibration, Turbo & Auto Turbo, Upgraded with Gyro, TMR Joystick, Software and Charging Dock Support (Black)",Cosmic,1999,3999,4.3,Wired,Universal
"Cosmic Byte Ares Pro Wireless Controller for PC, Android, iOS – Tri-Mode (2.4GHz, Bluetooth, Wired), Hall Effect Joysticks & Triggers, 1000Hz Polling, Backlit Buttons, 3.5mm Audio Port, Upgraded Windows Software Support (Black)",Cosmic,2349,4499,4.1,Wireless,Universal
SpinBot Astro GX2 Wireless PC Controller with RGB Lighting | 1000Hz Polling Rate | Hall Effect Joysticks | Turbo Mode | 2.4GHz Low-Latency Gamepad for Windows,SpinBot,1699,3499,4.0,Wireless,Universal
"Cosmic Byte Stellaris Controller, 3 Modes Wifi + Bluetooth + Wired for PC, iOS, Android, Hall Effect Trigger and Upgraded TMR Joystick, Macros, 1000mAh Battery, RGB LED, Software Support (Black)",Cosmic,2699,5499,4.2,Wired,Universal
"ZEBRONICS MAX LINK PRO, Wireless Controller, Hall Effect, 6 Axis Gyro, Analog Triggers, Touch Pad, Dual Motor Haptics, Macro Buttons, Rechargeable Battery, Supports PS4, PS3, Windows, Android, iOS",ZEBRONICS,2099,4199,3.3,Wireless,Console
"HND11 Mobile Gaming Controller for Android, iOS, PC, Wireless Bluetooth Gaming Controller with Hall Effect Triggers, Six-Axis Gyroscope, Dual Vibration, Black",HND11,2999,5999,4.2,Wireless,Universal
Porro Fino Wireless Gaming Controller Joystick Support for Android Phone Smart Box Smart TV and Smart Phone X3 Bluetooth Wireless Gamepad Controller Handle for Android,Porro,798,1999,3.3,Wireless,Console
"PunnkFunnk GX Pro Bluetooth Gaming Controller with Magnetic Hall 3D Joysticks, RGB Lighting, Dual Vibration, Bluetooth 5.0 Gamepad for iPhone, Android, PC, PS4, PS3 & XBOX (White)",PunnkFunnk,2899,289900,0,Wired,Universal
"Xbox Core Wireless Gaming Controller Carbon Black Series XS, One, Windows PC, Android, and iOS.",Xbox,6590,6590,4.7,Wireless,Universal
"Razer Wolverine V3 Tournament Edition Xbox/PC, 6 Remappable Buttons to Outplay Them All, 1000Hz Polling Rate for Competitive Play on PC, Wired Esports Controller - Black",Razer,14429,19999,3.6,Wired,Universal
"Cyberwolf Vision Alpha Pro Gaming Controller, Wireless with Hall Effect Triggers, RGB Lighting, 4 Remappable Buttons, Smart Charging Dock, 1800mAh Battery for PC, Switch, iOS, Android",Cyberwolf,5999,599900,4.0,Wireless,Universal
SteelSeries Stratus+ Bluetooth Gaming controller for Android & Windows - Mobile - Hall Effect Sensors - Clickable L3/R3,SteelSeries,11222,14588,4.2,Wired,Console
GAMENOPHOBIAA V8 Wireless Gamepad with Dual Game Controller for Android/Smart tv/TV Box/Laptop/Smart Phones (Black) [video game],GAMENOPHOBIAA,899,2899,3.0,Wireless,Console
"Cosmic Byte ARES Wired Controller for PC, Upgraded Hall Effect Joystick & Triggers, Dual Vibration, Backit LED Buttons, Turbo, Auto Turbo (Black)",Cosmic,999,2499,4.5,Wired,Universal
"Cosmic Byte Lumora Tri-Mode Controller with Stealth Black RGB-Reveal Design, Hall Effect Joysticks & Triggers, Mechanical Buttons, 1000Hz Polling Rate, 6-Axis Gyro, Windows Software, 3.5mm Audio Jack, Macro & Turbo, 1300mAh Battery",Cosmic,3399,5999,4.6,Wired,Console
"X3 Wireless Mobile Game Controller with Phone Holder | Ergonomic Gamepad for Android & iOS | Precision Buttons, Anti-Slip Grip, Enhanced Mobile Gaming Experience",X3,899,89900,0,Wireless,Console
MSI Force GC300 W Gaming Wireless Rechargeable Dual Vibration Gaming Controller for PC and Android,MSI,24645,2670135,3.8,Wireless,Universal
"ASUS ROG Raikiri Pro OLED Display, tri-Mode connectivity, remappable Buttons&triggers, 4 Rear Buttons, Step&Linear triggers, Adjustable Joystick Sensitivity, 3.5mm Jack with ESS DAC, for PC and Xbox",ASUS,27938,31938,4.0,Wired,Universal
SMARTCAM M15 pro 2.4G Wireless Game Controller & 4K Game Stick | HDR 3D Gaming | Dual Rocker | Pro Gaming Chip | Long-Range Play | TV Compatible | Classic & Modern Games.. (White),SMARTCAM,2399,5999,2.2,Wireless,Console
"Tobo Phone Controller for Phone/And-oid Support Phone Case, Mobile Gaming Controller with Ergonomic Design - Wireless Gamepad for Cloud Gaming & PS Remote Play TD-1280GA",Tobo,1689,4999,1.0,Wireless,Console
"Ant Esports Dock5 RGB with Cooling Fan and Dual Controller Charger Station, PS5 Console Disc & Digital Edition, PS5 Cooling Station Accessories with RGB Light/Headset Holder/6 Game Slots/Screw (White)",Ant,1999,199900,4.4,Wired,Console
"Leprato Mobile Controller, Mobile Game Trigger Cellphone Gaming Joystick Compatible with Android iOS Phones Gifts for Men Women Game Lovers",Leprato,249,999,3.6,Wired,Console
"YSFVNP Car Steering Wheel Gaming, Steering Wheel Controller, Mini Steering Wheel for Controller, Controller for PC and Gaming Game Accessories Silvery Grey(Black)",YSFVNP,799,899,1.0,Wired,Universal
"ARcNet Wireless Gaming Controller for PC, Android & iOS – Hall Effect Joystick Gamepad with RGB Lighting, Dual Vibration & Turbo | Compatible with Windows 10/11, PS3",ARcNet,2998,8999,4.5,Wireless,Universal
"Cosmic Byte Blitz Tri Mode Controller for PC, Hall Effect Triggers, 1000Hz Polling Rate, Adjustable Vibration, Turbo & Auto Turbo, Upgraded with Gyro, TMR Joystick, Software and Charging Dock Support (White)",Cosmic,1999,3999,4.3,Wired,Universal
"PowerA Advantage Wired Gaming Controller with Lumectra for Xbox Series X/S, Xbox One, PC, Windows 10/11 with Vivid LED Lighting, Black (Officially Licensed)",PowerA,3299,329900,4.3,Wired,Universal
"ZEBRONICS MAX LINK PRO, Wireless Controller, Hall Effect, 6 Axis Gyro, Analog Triggers, Touch Pad, Dual Motor Haptics, Macro Buttons, Rechargeable Battery, Supports PS4, PS3, Windows, Android, iOS",ZEBRONICS,2099,4199,3.3,Wireless,Console
"Cosmic Byte Lumora Tri-Mode Controller with Stealth Black RGB-Reveal Design, Hall Effect Joysticks & Triggers, Mechanical Buttons, 1000Hz Polling Rate, 6-Axis Gyro, Windows Software, 3.5mm Audio Jack, Macro & Turbo, 1300mAh Battery",Cosmic,3399,5999,4.6,Wired,Console
"Ant Esports Dock5 RGB with Cooling Fan and Dual Controller Charger Station, PS5 Console Disc & Digital Edition, PS5 Cooling Station Accessories with RGB Light/Headset Holder/6 Game Slots/Screw (White)",Ant,1999,199900,4.4,Wired,Console
Thrustmaster TCA Sidestick PC Airbus Edition - WW,Thrustmaster,12940,12940,4.5,Wired,Universal
"Leprato Mobile Controller, Mobile Game Trigger Cellphone Gaming Joystick Compatible with Android iOS Phones Gifts for Men Women Game Lovers",Leprato,249,999,3.6,Wired,Console
"YSFVNP Car Steering Wheel Gaming, Steering Wheel Controller, Mini Steering Wheel for Controller, Controller for PC and Gaming Game Accessories Silvery Grey(Black)",YSFVNP,799,899,1.0,Wired,Universal
"(Open Box-Refreshed) CLAW Shoot Bluetooth Mobile Gamepad Controller for Android Phones, Tablets & Windows PC, Laptops with Button Mapping Feature, Detachable Mobile Holder, 8 hours Play Time & Rubberized Textured Grip",(Open,1590,2490,5.0,Wired,Universal
"New World Universal Travel EVA Game Controller Carrying Case Gaming Accessory Box (Compatible for Xbox One, Xbox, Xbox 360, PS3, PS4, PS5 PS2- Black/Red",New,428,699,5.0,Wired,Console
"PDP Gaming REMATCH GLOW Enhanced Wired Controller Licensed for Xbox Series X|S/Xbox One/PC/Windows, Mappable Back Buttons, Advanced Customizable App - Android Dreams (Glow in the Dark)",PDP,8786,2321280,4.3,Wired,Universal
"W11+ PUBG Gaming Trigger for Smartphone 4 Finger Controler for Mobile Game PUBG, Free Fire & BGMI Gaming Grip Joystick",W11+,269,999,5.0,Wired,Console
"Cosmic Byte Blitz Tri Mode Controller for PC, Hall Effect Triggers, 1000Hz Polling Rate, Adjustable Vibration, Turbo & Auto Turbo, Upgraded with Gyro, TMR Joystick, Software and Charging Dock Support (Black)",Cosmic,1999,3999,4.3,Wired,Universal
"Cosmic Byte ARES Wired Controller for PC, Upgraded Hall Effect Joystick & Triggers, Dual Vibration, Backit LED Buttons, Turbo, Auto Turbo (Black)",Cosmic,999,2499,4.5,Wired,Universal
"Tobo Wireless Mobile Gaming Controller iPhone/iOS/Android/PC/Steam Deck Gamepad with Phone Holder, Turbo, Joystick for iPhone 15/14/13/iPad/Android/Samsung/Tablet, Call of Duty, Direct Play TD-1284GA",Tobo,1709,3999,2.2,Wireless,Universal
"GAMEZZ24 Wireless Gaming Controller, Compatible with PS3 Slim, Pro-Console",GAMEZZ24,999,2599,0,Wireless,Console
"Ant Esports MG15 Super Cube Wireless Game Controller with Smartphone Holder, compatible with Android, Easy Connect & Play, Console Game feel – Black Yellow",Ant,2529,3999,2.8,Wireless,Console
"Jakhaniyahub GS5 Retro Gaming Console with 300 Built-in Classic Games, AV Output, Wired Controllers for TV, Family Entertainment System",Jakhaniyahub,1933,1999,2.0,Wired,Console
"Sounce Glacier Pad RGB PS5 Cooling Stand with Dual Controller Charging Station Vertical Stand with 5200RPM Cooling Fan, RGB Lights Compatible with PS5 Disc/Pro/Digital/Slim Consoles (White)",Sounce,1699,4999,4.3,Wired,Console
"YSFVNP Steering Wheel Controller, Mini Steering Wheel for Controller, Controller Steering Wheel for PC and Gaming Game Accessories Silvery Grey",YSFVNP,799,859,3.3,Wired,Universal
"GTSAISDN W10 Gamepad Handle Grip Wireless Controller Joystick with Metal Buttons Trigger Key for 6.5"" Android iOS Smart Phone Gaming",GTSAISDN,399,699,0,Wireless,Console
"ZEPTIO W10 Gamepad Handle Grip Wireless Controller Joystick with Metal Buttons Trigger Key for 6.5"" Android iOS Smart Phone Gaming",ZEPTIO,399,699,0,Wireless,Console
"Cosmic Byte Stellaris Controller, 3 Modes Wifi + Bluetooth + Wired for PC, iOS, Android, Hall Effect Trigger and Upgraded TMR Joystick, Macros, 1000mAh Battery, RGB LED, Software Support (Black)",Cosmic,2699,5499,4.2,Wired,Universal
"Cosmic Byte Ares Pro Wireless Controller for PC, Android, iOS – Tri-Mode (2.4GHz, Bluetooth, Wired), Hall Effect Joysticks & Triggers, 1000Hz Polling, Backlit Buttons, 3.5mm Audio Port, Upgraded Windows Software Support (Black)",Cosmic,2349,4499,4.1,Wireless,Universal
SpinBot Astro GX2 Wireless PC Controller with RGB Lighting | 1000Hz Polling Rate | Hall Effect Joysticks | Turbo Mode | 2.4GHz Low-Latency Gamepad for Windows,SpinBot,1699,3499,4.0,Wireless,Universal
Cosmic Byte Eclipse Tri-Mode Controller | Hall Effect Triggers with Trigger Locks | Adjustable Force TMR Joysticks | 6-Axis Gyro | HD Voice Coil Vibration | Macro Back Buttons | PC/Android/iOS,Cosmic,3499,6999,4.5,Wired,Universal
Acer Nitro Katana NT-01 Wireless Game Controller | BT + Wired USB-C | 6-Axis Gyro Motion | Dual Vibration Motors | 20 Buttons | Hall Effect Triggers | 900mAh Battery | Switch/Android/iOS/PC Compatible,Acer,2099,3999,3.4,Wireless,Universal
"RORAJKHOT W10 Gamepad Handle Grip Wireless Controller Joystick with Metal Buttons Trigger Key for 6.5"" Android iOS Smart Phone Gaming",RORAJKHOT,399,699,0,Wireless,Console
Cubonic Strike 02 Mobile Game Controller Four Finger Gamepad Joystick for Pubg Trigger Game for ios/Android Gamepad,Cubonic,999,1999,4.2,Wired,Console
"Double Controller  Stand  for  Desk   Xbox  Controller  Stand  | Gamepad &  Gaming  PS5  Setup  Accessory | Compatible with Xbox ONE, PS5, PS4, PC, Steelseries | with Padded Base |",Double,297,999,4.6,Wired,Universal
"THHAG W10 Gamepad Handle Grip Wireless Controller Joystick with Metal Buttons Trigger Key for 6.5"" Android iOS Smart Phone Gaming",THHAG,399,699,0,Wireless,Console
"HAXTECHI W10 Gamepad Handle Grip Wireless Controller Joystick with Metal Buttons Trigger Key for 6.5"" Android iOS Smart Phone Gaming",HAXTECHI,399,699,0,Wireless,Console
VR Headset with Remote Controller for Smartphones | 3D Virtual Reality Glasses | Adjustable HD Lenses | Mobile VR Gaming & 360° Video Viewing | Compatible with Android & iOS Phones,VR,750,999,0,Wired,Console
"esportic Plug & Play 20,000+ Retro Gaming Console 2026 Model 4K FHD TV Video Game with 2.4GHz 2 Wireless Controllers | HDMI Video Game System for Kids & Family | Easy Operation Memories of Childhood.",esportic,2999,14999,0,Wireless,Console
"RAJKUSH W10 Gamepad Handle Grip Wireless Controller Joystick with Metal Buttons Trigger Key for 6.5"" Android iOS Smart Phone Gaming",RAJKUSH,399,699,0,Wireless,Console
Cosmic Byte Starforge Tri-Mode Controller | Optical Triggers with Trigger Locks | TMR Replaceable Joysticks | Impulse Trigger Feedback | HD Voice Coil Vibration | Macro Back Buttons | RGB & Tri-Mode Connectivity,Cosmic,4285,9999,3.1,Wired,Console
"Cosmic Byte Lumora Tri-Mode Controller with Stealth Black RGB-Reveal Design, Hall Effect Joysticks & Triggers, Mechanical Buttons, 1000Hz Polling Rate, 6-Axis Gyro, Windows Software, 3.5mm Audio Jack, Macro & Turbo, 1300mAh Battery",Cosmic,3399,5999,4.6,Wired,Console
"SAMSSIR W10 Gamepad Handle Grip Wireless Controller Joystick with Metal Buttons Trigger Key for 6.5"" Android iOS Smart Phone Gaming",SAMSSIR,399,699,0,Wireless,Console
"KDMZEBTSE W10 Gamepad Handle Grip Wireless Controller Joystick with Metal Buttons Trigger Key for 6.5"" Android iOS Smart Phone Gaming",KDMZEBTSE,399,699,0,Wireless,Console
"GAMEKICK W10 Gamepad Handle Grip Wireless Controller Joystick with Metal Buttons Trigger Key for 6.5"" Android iOS Smart Phone Gaming",GAMEKICK,399,699,0,Wireless,Console
"SHUCHI PS5 Wall Mount Stand (Pack of 2), PS5 Stand for Controller Wall Mount, PlayStation DualSense & PS4 DualShock Controller Holder, Sony Gaming Controller Accessories",SHUCHI,479,23950,3.1,Wired,Console
"Invisible Gaming Controller Holder Desktop Stand for PS5, Xbox & Gamepads | Scratch-Free Grip | Minimal & Compact Desk Display (Black)",Invisible,209,1499,4.5,Wired,Console
"TOFARR Metal Gaming Controller Stand with Headphone Holder – Universal Dual Gamepad & Headset Organizer for PS5, PS4, Xbox, PC | Space-Saving Desk Stand | Premium Black Powder-Coated Steel",TOFARR,499,2499,0,Wired,Universal
