Product_Name,Brand,Offered_Price,Actual_Price,Rating,Connectivity,Compatibility
"New World Universal Travel EVA Game Controller Carrying Case Gaming Accessory Box (for PS5, Xbox One, Xbox, Xbox 360, PS3, PS4, PS2)",New,452,499,4.6,Wired,Console
"OIVO For PS5 Controller Phone Mount Clip, Mobile Gaming Clip Cell Phone Stand Holder Replacement for Playstation 5 PS5 Controller Remote Play",OIVO,983,98300,4.3,Wired,Console
"Cosmic Byte Stellaris Controller, 3 Modes Wifi + Bluetooth + Wired for PC, iOS, Android, Hall Effect Trigger and Upgraded TMR Joystick, Macros, 1000mAh Battery, RGB LED, Software Support (Black)",Cosmic,2699,5499,4.2,Wired,Universal
"Cosmic Byte Blitz Tri Mode Controller for PC, Hall Effect Triggers, 1000Hz Polling Rate, Adjustable Vibration, Turbo & Auto Turbo, Upgraded with Gyro, TMR Joystick, Software and Charging Dock Support (Black)",Cosmic,1999,3999,4.3,Wired,Universal
"PowerA Advantage Wired Gaming Controller with Lumectra for Xbox Series X/S, Xbox One, PC, Windows 10/11 with Vivid LED Lighting, Black (Officially Licensed)",PowerA,3299,329900,4.3,Wired,Universal
Cosmic Byte Eclipse Tri-Mode Controller | Hall Effect Triggers with Trigger Locks | Adjustable Force TMR Joysticks | 6-Axis Gyro | HD Voice Coil Vibration | Macro Back Buttons | PC/Android/iOS,Cosmic,3499,6999,4.5,Wired,Universal
Acer Nitro Katana NT-01 Wireless Game Controller | BT + Wired USB-C | 6-Axis Gyro Motion | Dual Vibration Motors | 20 Buttons | Hall Effect Triggers | 900mAh Battery | Switch/Android/iOS/PC Compatible,Acer,2099,3999,3.4,Wireless,Universal
"NiTHO Gaming Kit for PS5 Dualsense Controller, Customizing Anti-Slip Protective Cover Grip Handle with Thumb Grip Caps and Analog Mini-Stick Precision Rings, Enhancers Accessories for PS5 - White",NiTHO,529,799,3.9,Wired,Console
TCOS TECH Xbox One Controller Mobile Clamp Mobile Phone Gaming Clip Mount Holder Phone Stand for Xbox One/Xbox One X/Xbox One S Controller,TCOS,699,1499,3.7,Wired,Console
"JIGGLEJUG Double Controller Stand for Desk with Glow in the Dark Design, Dual Gamepad Holder Stand, Gaming Controller Display Stand with Padded Base, Compatible with Xbox ONE, PS5, PS4, PC, Steelseries",JIGGLEJUG,299,799,5.0,Wired,Universal
Controller Stands Dual Holder Compactible with Xbox Controllers with Headset Stand | Gaming Controller Stand for Desk Setup | Gamepad and Joystick Display Holder for Gaming Accessories,Controller,799,2500,4.0,Wired,Console
Porro Fino Xbox Series X/S Xbox One Controller Phone Gaming Clip Mount Holder Transparent,Porro,492,999,3.8,Wired,Console
Virtual Reality Headset with Remote Controller | 3D VR Glasses for Mobile | Adjustable Lens & Head Strap | Compatible with Android & iPhone Smartphones | VR Gaming & 360° Movies Headset,Virtual,799,999,4.0,Wired,Console
"Gaming Headset and Controller Stand with 3 USB Ports RGB Lighting with 7-Color Breathing Effect, Headphone and Gamepad Holder for PC/PS4/ PS5/ Xbox Gaming Accessories Suitable for All Headsets",Gaming,1199,1999,0,Wired,Universal
PSX Store Flex Ribbon Conductive Film Keypad Replacement for PlayStation PS4 Controller Dualshock 4 JDS-030 Incl (+) Screwdriver,PSX,899,1489,0,Wired,Console
"Cosmic Byte Lumora Tri-Mode Controller with Stealth Black RGB-Reveal Design, Hall Effect Joysticks & Triggers, Mechanical Buttons, 1000Hz Polling Rate, 6-Axis Gyro, Windows Software, 3.5mm Audio Jack, Macro & Turbo, 1300mAh Battery",Cosmic,3399,5999,4.6,Wired,Console
"Cosmic Byte Blitz Tri Mode Controller for PC, Hall Effect Triggers, 1000Hz Polling Rate, Adjustable Vibration, Turbo & Auto Turbo, Upgraded with Gyro, TMR Joystick, Software and Charging Dock Support (Black)",Cosmic,1999,3999,4.3,Wired,Universal
"PSX Store 2PCS 3D Analog Joystick Replacement for PS5 Controller, Repair Kit Rocker Module Sensor Thumb Sticks Joysticks for PS5 Controller, Tools Included",PSX,1499,1999,0,Wired,Universal
"GAMEKICK Transparent PS5 Controller Cover,Silicon Protects & Enhances Gaming Performance",GAMEKICK,799,899,0,Wired,Console
"GENERIC 2pcs Hall-Effect Joysticks Replacement for DualSense PS5 Controller, 3D Analog Sensor Wheel Thumb Sticks Rocker Module Replacement for PlayStation 5 Controller",GENERIC,1399,1899,0,Wired,Universal
"HB Store 2pcs Hall-Effect Joysticks Replacement for DualSense PS5 Controller, 3D Analog Sensor Wheel Thumb Sticks Rocker Module Replacement for PlayStation 5 Controller",HB,1399,1899,0,Wired,Universal
"Ps Controller ps Wireless Controller Compatible with Ps-4 Slim/Pro, Pc/Android/Laptop Controller (Black)",Ps,1249,1999,4.5,Wireless,Universal
"PDP Gaming REMATCH GLOW Enhanced Wired Controller Licensed for Xbox Series X|S/Xbox One/PC/Windows, Mappable Back Buttons, Advanced Customizable App - Android Dreams (Glow in the Dark)",PDP,8786,2321280,4.3,Wired,Universal
"OIVO INDIA Multicolor Universal Travel EVA Game Remote Controller Carrying Case Gaming Accessory Cover Case (Compatible for Xbox One, Xbox, Xbox 360, PS3, PS4, PS5 PS2) (Pack of 2)",OIVO,899,44950,4.5,Wired,Console
"Xbox Wireless Controller – Carbon Black Series X|S, One, and Windows Devices (Black)",Xbox,6190,619000,4.0,Wireless,Console
Cosmic Byte Starforge Tri-Mode Controller | Optical Triggers with Trigger Locks | TMR Replaceable Joysticks | Impulse Trigger Feedback | HD Voice Coil Vibration | Macro Back Buttons | RGB & Tri-Mode Connectivity,Cosmic,4285,9999,3.1,Wired,Console
"Cosmic Byte Stellaris Controller, 3 Modes Wifi + Bluetooth + Wired for PC, iOS, Android, Hall Effect Trigger and Upgraded TMR Joystick, Macros, 1000mAh Battery, RGB LED, Software Support (Black)",Cosmic,2699,5499,4.2,Wired,Universal
SpinBot Astro GX2 Wireless PC Controller with RGB Lighting | 1000Hz Polling Rate | Hall Effect Joysticks | Turbo Mode | 2.4GHz Low-Latency Gamepad for Windows,SpinBot,1699,3499,4.0,Wireless,Universal
Cosmic Byte Eclipse Tri-Mode Controller | Hall Effect Triggers with Trigger Locks | Adjustable Force TMR Joysticks | 6-Axis Gyro | HD Voice Coil Vibration | Macro Back Buttons | PC/Android/iOS,Cosmic,3499,6999,4.5,Wired,Universal
Acer Nitro Katana NT-01 Wireless Game Controller | BT + Wired USB-C | 6-Axis Gyro Motion | Dual Vibration Motors | 20 Buttons | Hall Effect Triggers | 900mAh Battery | Switch/Android/iOS/PC Compatible,Acer,2099,3999,3.4,Wireless,Universal
"PDP Gaming REMATCH GLOW Enhanced Wired Controller Licensed for Xbox Series X|S/Xbox One/PC/Windows, Mappable Back Buttons, Advanced Customizable App - Android Dreams (Glow in the Dark)",PDP,8786,2321280,4.3,Wired,Universal
"Zohar Enterprises Retro Gaming Console 8 Bit with 2 Controllers, Light Gun, AV Cable, Power Adapter, Classic Design.",Zohar,1589,4589,0,Wired,Console
"Xbox Wireless Controller – Carbon Black Series X|S, One, and Windows Devices (Black)",Xbox,6190,619000,4.0,Wireless,Console
"KOYOZO One Console-Grade Mobile Gaming Controller | Hall-Effect Joysticks & Triggers | Zero-Lag USB-C + Bluetooth | PC, PS Remote Play via App, Compitable with Android & IOS",KOYOZO,6499,6499,4.5,Wired,Universal
"Ninjadog Astra One Ultra - Hall effect Mobile Game Controller| Wireless gamepad for PC, iOS, Android",Ninjadog,2899,6499,4.0,Wireless,Universal
"ZORBES® 3-in-1 PC Gaming Headset&Controller Holder, Headphone Stand with Adjustable Clamp&2 Controller Holder&Rotating Arm&Cable Organizer, 360 Degree Rotatable PC Gaming Accessory Headset Holder",ZORBES®,778,1349,4.1,Wired,Universal
Razer Kishi V3 Pro XL - USB C Gaming Controller FRML Packaging,Razer,24803,31999,4.1,Wired,Console
"SpinBot Arcade Wireless Mobile Gamepad Controller for Android, iOS & Windows PC | Bluetooth v5.2 | Hall Effect Joysticks | RGB Lighting | Dual Vibration Motor (Black)",SpinBot,2949,5999,3.9,Wireless,Universal
Cosmic Byte Starforge Tri-Mode Controller | Optical Triggers with Trigger Locks | TMR Replaceable Joysticks | Impulse Trigger Feedback | HD Voice Coil Vibration | Macro Back Buttons | RGB & Tri-Mode Connectivity,Cosmic,4285,9999,3.1,Wired,Console
"Cosmic Byte Stellaris Controller, 3 Modes Wifi + Bluetooth + Wired for PC, iOS, Android, Hall Effect Trigger and Upgraded TMR Joystick, Macros, 1000mAh Battery, RGB LED, Software Support (Black)",Cosmic,2699,5499,4.2,Wired,Universal
"Nishet Enterprise GS5 Wireless Controller Game Station with 2 Controllers, AV Cable, Power Adapter",Nishet,1999,4999,0,Wireless,Console
"TCOS TECH 6 in 1 2.4G Wireless Game Controller Gamepad Gaming Joystick with Vibration for PC Windows Laptop Gaming Consoles PS1, PS2, PS3, Xbox 360, TV Box etc",TCOS,1199,1999,3.5,Wireless,Universal
"Gaming Controller Stand, Black, 3 Slot Holder, Desktop Organizer, 20cm x 6cm",Gaming,299,999,0,Wired,Console
"Wall Mount Kit Compatible with PlayStation 5 Slim Disc and Edition,with Holders for Controller&Headset Storage (White)",Wall,2389,3299,0,Wired,Console
"8Bitdo Ultimate 2 Bluetooth Controller for Switch & Windows PC, Switch Pro Controller with TMR Joysticks, Switchable Hall Effect/Tactile Triggers, Vibration and Motion Control, RGB Fire Ring, White",8Bitdo,6764,8999,4.3,Wired,Universal
"CREOLAB Universal Gaming Controller Stand for PS4, PS5, Xbox, Piccolo Themed",CREOLAB,998,3999,5.0,Wired,Console
"Premium PS2 Compatible Wired Controller – High-Performance Gamepad for PlayStation 2 (All Models) Ergonomic Gamepad with Dual Vibration Feedback, Precision 360° Analog Sticks, Ergonomic Pro Grip - (Black)",Premium,450,45000,4.5,Wired,Console
"Matrix Gaming Remote Control Holder Stand Universal Organizer for Gaming Room Desk Decor | Compatible with All Gaming Remotes | Superior-Grade ABS (White, Pack Of 1)",Matrix,169,799,3.7,Wired,Console
"Cosmic Byte Lumora Tri-Mode Controller with Stealth Black RGB-Reveal Design, Hall Effect Joysticks & Triggers, Mechanical Buttons, 1000Hz Polling Rate, 6-Axis Gyro, Windows Software, 3.5mm Audio Jack, Macro & Turbo, 1300mAh Battery",Cosmic,3399,5999,4.6,Wired,Console
"Cosmic Byte Blitz Tri Mode Controller for PC, Hall Effect Triggers, 1000Hz Polling Rate, Adjustable Vibration, Turbo & Auto Turbo, Upgraded with Gyro, TMR Joystick, Software and Charging Dock Support (Black)",Cosmic,1999,3999,4.3,Wired,Universal
"PowerA Advantage Wired Gaming Controller with Lumectra for Xbox Series X/S, Xbox One, PC, Windows 10/11 with Vivid LED Lighting, Black (Officially Licensed)",PowerA,3299,329900,4.3,Wired,Universal
Acer Nitro Katana NT-01 Wireless Game Controller | BT + Wired USB-C | 6-Axis Gyro Motion | Dual Vibration Motors | 20 Buttons | Hall Effect Triggers | 900mAh Battery | Switch/Android/iOS/PC Compatible,Acer,2099,3999,3.4,Wireless,Universal
Cosmic Byte Eclipse Tri-Mode Controller | Hall Effect Triggers with Trigger Locks | Adjustable Force TMR Joysticks | 6-Axis Gyro | HD Voice Coil Vibration | Macro Back Buttons | PC/Android/iOS,Cosmic,3499,6999,4.5,Wired,Universal
"Premium PS2 Compatible Wired Controller – High-Performance Gamepad for PlayStation 2 (All Models) Ergonomic Gamepad with Dual Vibration Feedback, Precision 360° Analog Sticks, Ergonomic Pro Grip - (Black)",Premium,450,45000,4.5,Wired,Console
"Matrix Gaming Remote Control Holder Stand Universal Organizer for Gaming Room Desk Decor | Compatible with All Gaming Remotes | Superior-Grade ABS (White, Pack Of 1)",Matrix,169,799,3.7,Wired,Console
"DEADSKULL – Spidy Edition Protective Cover Case Compatible with PlayStation DualSense Anti-Slip PS5 Remote Skin, PS 5 Controller Accessories,Silicone Sleeves Set (Red & White)",DEADSKULL,479,999,4.2,Wired,Console
"SSR X3 Game Controller Wireless/Bluetooth Gamepad Gaming Console, PC, Android TV Set, Android Media Box, D-Input & X-Input Mode for Windows System",SSR,999,1499,2.2,Wireless,Universal
"Multi-Controller Stand for ps controllers, Vertical Storage Holder for 3 Controllers, Black and Red Gaming Organizer with Stable Base (Green AND Black)",Multi-Controller,1199,1200,5.0,Wired,Console
"EvoFox Play 2 PS4 Controller & PS5 (PS4 Games only), Playstation 4 Controller Bluetooth & Wired with HallSense™ Magnetic Joysticks & Triggers, 1000Hz Polling, Touchpad, Built-in Speaker & 3.5mm Jack",EvoFox,1899,2999,4.2,Wired,Console
"W10 PUBG Gaming Trigger for Smartphone 4 Finger Controler for Mobile Game PUBG, Free Fire & BGMI Gaming Grip Adjustable Phone Gamepad With L1 R1 Shooters Buttons",W10,269,999,5.0,Wired,Console
"Cosmic Byte Lumora Tri-Mode Controller with Stealth Black RGB-Reveal Design, Hall Effect Joysticks & Triggers, Mechanical Buttons, 1000Hz Polling Rate, 6-Axis Gyro, Windows Software, 3.5mm Audio Jack, Macro & Turbo, 1300mAh Battery",Cosmic,3399,5999,4.6,Wired,Console
"Cosmic Byte Stellaris Controller, 3 Modes Wifi + Bluetooth + Wired for PC, iOS, Android, Hall Effect Trigger and Upgraded TMR Joystick, Macros, 1000mAh Battery, RGB LED, Software Support (Black)",Cosmic,2699,5499,4.2,Wired,Universal
"Microsoft Xbox Wireless Controller for Xbox Series X|S, Xbox One, and Windows Devices - Pulse Red",Microsoft,6190,6990,4.6,Wireless,Console
"New World Black/Red Universal Travel EVA Game Controller Carrying Storage Case ,Game Controller Holder Home Safekeeping Protective Cover Compatible with PS5/PS4/XBOX/Switch Pro Controller",New,499,699,4.6,Wired,Console
"ASUS ROG Tessen Mobile Gaming Controller For Android Phones – Foldable, Compact, Low-Latency Wired USB-C, Console-Grade Joysticks, Programmable Rear Paddles, Fast Charging, RGB, Phone Case-Compatible",ASUS,21574,25574,4.1,Wired,Console
"New Blue Shark Mobile Game Controller Trigger for Smartphone for Playing PUBG, Battle Royale with Sensitive Shoot and Aim 1 Pair-(Midnight Blue)",New,159,15900,4.0,Wired,Console
"PunnkFunnk X1 Pro Wired Gaming Controller for PC & Android, RGB Lighting, USB Gamepad, Dual Vibration, Turbo Button, Ergonomic Grip, High Precision Gaming Controller",PunnkFunnk,1999,199900,0,Wired,Universal
"Drumstone (𝐒𝐩𝐞𝐜𝐢𝐚𝐥 𝟏𝟓 𝐘𝐞𝐚𝐫𝐬 𝐖𝐚𝐫𝐫𝐚𝐧𝐭𝐲 JL-01 3-in-1 Mobile Game Controller | Phone Joystick, Gamepad Grip & Holder | Ergonomic, Anti-Slip, Portable for Smartphones 4.7""-6.7"" |",Drumstone,669,1999,5.0,Wired,Console
Cosmic Byte Starforge Tri-Mode Controller | Optical Triggers with Trigger Locks | TMR Replaceable Joysticks | Impulse Trigger Feedback | HD Voice Coil Vibration | Macro Back Buttons | RGB & Tri-Mode Connectivity,Cosmic,4285,9999,3.1,Wired,Console
"ZEBRONICS MAX LINK + Wireless Gamepad, Dual motors Haptic feedback, Built-in rechargeable battery, RGB light, Plug & play, Supports (Windows | Android | PS3 | PS4 | XBOX 360)",ZEBRONICS,1999,3999,3.8,Wireless,Console
SpinBot Astro GX2 Wireless PC Controller with RGB Lighting | 1000Hz Polling Rate | Hall Effect Joysticks | Turbo Mode | 2.4GHz Low-Latency Gamepad for Windows,SpinBot,1699,3499,4.0,Wireless,Universal
Acer Nitro Katana NT-01 Wireless Game Controller | BT + Wired USB-C | 6-Axis Gyro Motion | Dual Vibration Motors | 20 Buttons | Hall Effect Triggers | 900mAh Battery | Switch/Android/iOS/PC Compatible,Acer,2099,3999,3.4,Wireless,Universal
"Cosmic Byte Stellaris Controller, 3 Modes Wifi + Bluetooth + Wired for PC, iOS, Android, Hall Effect Trigger and Upgraded TMR Joystick, Macros, 1000mAh Battery, RGB LED, Software Support (Black)",Cosmic,2699,5499,4.2,Wired,Universal
"Elyra HUB Wireless Gaming 2 remote set Controller retro games 9999+ game, 2.4G, Dual Gamepad with USB Receiver, Black",Elyra,1699,84950,5.0,Wireless,Console
"GAME GURU Wired Gamepad – 520 Built-in Classic Games | LED Display | Plug & Play Controller – Contra, Road Fighter, Racing Games – 1 Set (Black)",GAME,799,1899,2.8,Wired,Console
"PXN Enemy Down Wireless Game Controller, Dual Analog Joysticks, Black",PXN,1645,164500,5.0,Wireless,Console
SAMEO SG12 Wired Gaming Controller with USB Cable Compitable | Analog HD Precision Joystick and Trigger | Dual Motor and Vibration Function | Best for PC / PS3 / Android,SAMEO,893,1249,2.4,Wired,Universal
PSX Store 2-Pack Replacement Joycon Joystick Drift Fix Analog Thumb Stick Compatible with Nintendo Switch/Switch OLED/Nintendo Switch Lite Joy-Con Controller,PSX,1149,1299,0,Wired,Console
"zitronix® Gaming Controller Wireless with RGB, Controller for PC Wireless Support Android, iOS, Switch, Gamepad with 2 Programable Buttons, Dual motor force, Hall Effect Magnetic Trigger and Joystick",zitronix®,2199,3749,3.5,Wireless,Universal
GAME GURU Wired Controller for PS2 – Double Shock Vibration Gamepad Joystick with 1.8M Cable – Ergonomic Design Remote Joypad for Sony PlayStation 2 Console,GAME,431,899,4.6,Wired,Console
"Cosmic Byte Lumora Tri-Mode Controller with Stealth Black RGB-Reveal Design, Hall Effect Joysticks & Triggers, Mechanical Buttons, 1000Hz Polling Rate, 6-Axis Gyro, Windows Software, 3.5mm Audio Jack, Macro & Turbo, 1300mAh Battery",Cosmic,3399,5999,4.6,Wired,Console
"Cosmic Byte ARES Wired Controller for PC, Upgraded Hall Effect Joystick & Triggers, Dual Vibration, Backit LED Buttons, Turbo, Auto Turbo (Black)",Cosmic,999,2499,4.5,Wired,Universal
"Universal Vertical Stand for Compatible with PS4 Slim/Pro/Regular Compatible with PlayStation 4, Controller Charger with Cooling Fan",Universal,2199,2399,0,Wired,Console
"Drumstone (𝐒𝐩𝐞𝐜𝐢𝐚𝐥 𝟏𝟓 𝐘𝐞𝐚𝐫𝐬 𝐖𝐚𝐫𝐫𝐚𝐧𝐭𝐲 Mini Bluetooth VR Remote Controller Gamepad for Mobile, Tablet, PC & VR Headsets, Multi-Function Selfie Shutter, Mouse & Media Control,",Drumstone,719,1999,3.5,Wired,Universal
"Techfit Pack of 2 Skin for Sony PlayStation 4, PS4 Slim, PS4 Pro DualShock Remote Wireless Controller - Coloful Camouflage",Techfit,299,799,3.6,Wireless,Console
"Drumstone (𝐒𝐩𝐞𝐜𝐢𝐚𝐥 𝟏𝟓 𝐘𝐞𝐚𝐫𝐬 𝐖𝐚𝐫𝐫𝐚𝐧𝐭𝐲) X3 Bluetooth Wireless Gamepad Controller, Mobile Gaming Joystick for Android iOS, Compatible with PC Smart TV, Ergonomic Grip, Rechargeable Game Controller",Drumstone,1269,3809,0,Wireless,Universal
"X3 Wireless Gaming Controller, Bluetooth Joystick, 17 x 11.5 x 7 cm, for Android, PC, TV, Mobile Phones, Tablets",X3,980,98000,1.0,Wireless,Universal
"OIVO INDIA Multcolor Universal Travel EVA Game Controller Carrying Case Gaming Accessory Box (Compatible for Xbox One, Xbox, Xbox 360, PS3, PS4, PS5 PS2)",OIVO,519,999,4.7,Wired,Console
"Ubersweet® Wired Controller, RGB Lighting Transparent Shell Gaming Gamepad Joystick Dual Vibration Universal for Computer (White) [video game]",Ubersweet®,12139,22099,0,Wired,Console
OIVO INDIA Dual Controller Remote Hard Carry Cover Compatible for PS5/PS4/XBOX Water-Resistant Travel Carry Case,OIVO,749,1999,4.4,Wired,Console
Cosmic Byte Starforge Tri-Mode Controller | Optical Triggers with Trigger Locks | TMR Replaceable Joysticks | Impulse Trigger Feedback | HD Voice Coil Vibration | Macro Back Buttons | RGB & Tri-Mode Connectivity,Cosmic,4285,9999,3.1,Wired,Console
"ZEBRONICS MAX LINK + Wireless Gamepad, Dual motors Haptic feedback, Built-in rechargeable battery, RGB light, Plug & play, Supports (Windows | Android | PS3 | PS4 | XBOX 360)",ZEBRONICS,1999,3999,3.8,Wireless,Console
"PowerA Advantage Wired Gaming Controller with Lumectra for Xbox Series X/S, Xbox One, PC, Windows 10/11 with Vivid LED Lighting, Black (Officially Licensed)",PowerA,3299,329900,4.3,Wired,Universal
Cosmic Byte Eclipse Tri-Mode Controller | Hall Effect Triggers with Trigger Locks | Adjustable Force TMR Joysticks | 6-Axis Gyro | HD Voice Coil Vibration | Macro Back Buttons | PC/Android/iOS,Cosmic,3499,6999,4.5,Wired,Universal
Acer Nitro Katana NT-01 Wireless Game Controller | BT + Wired USB-C | 6-Axis Gyro Motion | Dual Vibration Motors | 20 Buttons | Hall Effect Triggers | 900mAh Battery | Switch/Android/iOS/PC Compatible,Acer,2099,3999,3.4,Wireless,Universal
"X3 Wireless Gaming Controller, Bluetooth Joystick, 17 x 11.5 x 7 cm, for Android, PC, TV, Mobile Phones, Tablets",X3,980,98000,1.0,Wireless,Universal
"OIVO INDIA Multcolor Universal Travel EVA Game Controller Carrying Case Gaming Accessory Box (Compatible for Xbox One, Xbox, Xbox 360, PS3, PS4, PS5 PS2)",OIVO,519,999,4.7,Wired,Console
OIVO INDIA Dual Controller Remote Hard Carry Cover Compatible for PS5/PS4/XBOX Water-Resistant Travel Carry Case,OIVO,749,1999,4.4,Wired,Console
"Ubersweet® Wired Controller, RGB Lighting Transparent Shell Gaming Gamepad Joystick Dual Vibration Universal for Computer (White) [video game]",Ubersweet®,12139,22099,0,Wired,Console
"PS_5 4k Ultra HD gamestick With 2 PS_5 Wireless Controller Joystick (White, For PC)",PS_5,2499,249900,3.2,Wireless,Universal
"PSS Gaming Controller Thumb Grips, 8 Pack, Extra High Rubber Caps, Black, Compatible with PS5, PS4, PS3, Xbox 360, Xbox One",PSS,199,999,0,Wired,Console
"Drumstone Mini VR Bluetooth Remote Controller Gamepad with Special 15 Years Warranty, Wireless Control for Android iOS, Selfie Shutter, Mouse Mode, Media and Gaming",Drumstone,769,1999,5.0,Wireless,Console
"Cosmic Byte Lumora Tri-Mode Controller with Stealth Black RGB-Reveal Design, Hall Effect Joysticks & Triggers, Mechanical Buttons, 1000Hz Polling Rate, 6-Axis Gyro, Windows Software, 3.5mm Audio Jack, Macro & Turbo, 1300mAh Battery",Cosmic,3399,5999,4.6,Wired,Console
"Cosmic Byte Blitz Tri Mode Controller for PC, Hall Effect Triggers, 1000Hz Polling Rate, Adjustable Vibration, Turbo & Auto Turbo, Upgraded with Gyro, TMR Joystick, Software and Charging Dock Support (Black)",Cosmic,1999,3999,4.3,Wired,Universal
Porro Fino Wireless Gaming Controller Joystick Support for Android Phone Smart Box Smart TV & Smart Phone X3 Bluetooth Wireless Gamepad Controller Handle for Android Smartphone Black,Porro,899,1899,3.5,Wireless,Console
Playstation Sony PS 5 Dualsense Controller Gaming Console White,Playstation,6390,6390,4.6,Wired,Console
"Brainwavz Game Controller Desktop Holder Stand (2 Pack) - Universal Design for Xbox ONE, PS5, PS4, PC, Steelseries, Steam & More, Reduce Clutter UGDS-05",Brainwavz,899,44950,4.2,Wired,Universal
"Ubersweet® Gaming Gamepad Joystick, RGB Lighting Stable Wired Controller Dual Vibration for Computer (Green) [video game] [video game]",Ubersweet®,11979,21799,0,Wired,Console
A.K.TRADERS Wireless Gaming Controller Joystick Support for Android Phone Smart Box Smart TV & Smart Phone X3 Bluetooth Wireless Gamepad Controller Handle for Android Smartphone (BLACK),A.K.TRADERS,699,69900,3.7,Wireless,Console
"Cubonic 6-Finger PUBG Gaming Trigger, Sensitive Aim and Shoot Mobile Joystick Controller for Android Phones & Smartphones | Yellow",Cubonic,998,1999,5.0,Wired,Console
"EvoFox One X Controller Clamp, 31g Lightweight Yet Strong ABS Plastic, Flexible Viewing Angles, Foldable and Travel Friendly (Exclusively Designed One X) (Controller Not Included)",EvoFox,379,799,0,Wired,Console
"Elton PS4 Controller Designer 3M Skin for Sony PlayStation 4 DualShock Wireless Controller - standard, red, black, Skin for One Controller Only",Elton,197,999,3.5,Wireless,Console
"Cosmic Byte Stellaris Controller, 3 Modes Wifi + Bluetooth + Wired for PC, iOS, Android, Hall Effect Trigger and Upgraded TMR Joystick, Macros, 1000mAh Battery, RGB LED, Software Support (Black)",Cosmic,2699,5499,4.2,Wired,Universal
"Cosmic Byte Ares Pro Wireless Controller for PC, Android, iOS – Tri-Mode (2.4GHz, Bluetooth, Wired), Hall Effect Joysticks & Triggers, 1000Hz Polling, Backlit Buttons, 3.5mm Audio Port, Upgraded Windows Software Support (Black)",Cosmic,2349,4499,4.1,Wireless,Universal
EVM 1TB External SSD | Up to 2000MB/s | USB 3.2 Gen 2x2 Type-C | 4K ProRes Recording | Metal Body Drop Protection | for iPhone Laptop PC | 10 Year Warranty (EPSSDPro/1),EVM,17999,22999,4.2,Wired,Universal
Acer Nitro Katana NT-01 Wireless Game Controller | BT + Wired USB-C | 6-Axis Gyro Motion | Dual Vibration Motors | 20 Buttons | Hall Effect Triggers | 900mAh Battery | Switch/Android/iOS/PC Compatible,Acer,2099,3999,3.4,Wireless,Universal
Cosmic Byte Eclipse Tri-Mode Controller | Hall Effect Triggers with Trigger Locks | Adjustable Force TMR Joysticks | 6-Axis Gyro | HD Voice Coil Vibration | Macro Back Buttons | PC/Android/iOS,Cosmic,3499,6999,4.5,Wired,Universal
"Ant Esports GW190 Racing Steering Wheel with Pedals & Shifter, 270° Rotation, Universal USB, Compatible with PC, PS4, PS3, Xbox One, Xbox Series X/S, Nintendo Switch & Android TV (Black/Silver)",Ant,6799,14999,3.7,Wired,Universal
"Stealodeal Universal Travel EVA Game Controller Carrying Case Gaming Accessory Box (for Xbox One, Xbox, Xbox 360, PS3, PS4, PS5 PS2)",Stealodeal,389,999,4.6,Wired,Console
SAMEO SG2000 PRO Wireless Mobile Gaming Controller with Bluetooth Connection Technology and Phone Holder | Turbo Button and LED Indicators | Compatible with Android & iOS (iOS 13.4 & Below),SAMEO,2440,2799,3.4,Wireless,Console
"KIWITATA Classic N64 Controller,Retro Wired Game Pad Controller Joystick Compatible N64 System Video Games Console Gray",KIWITATA,3434,3434,4.4,Wired,Console
"4K Wireless Retro Game Console Stick with 2 Controllers, Built-in 23+ Emulators with 20,000+ Games, 64GB Memory Card, HDMI Plug and Play TV Video Game Console, 2.4GHz Wireless",4K,2497,5999,4.0,Wireless,Console
TCOS TECH Xbox Series X Series S Xbox One Controller Mobile Phone Gaming Clip Mount Holder Mobile Phone Stand Clamp for Xbox Series S/X and Xbox One Controller,TCOS,599,999,3.4,Wired,Console
"ZEBRONICS PS5C, PS5 Controller Charging Dock, 3H Rapid Charging, Supports Dualsense & Edge Controllers, Dual Pogo Pin, Charging Indicators, Anti-Slip Silicone Base",ZEBRONICS,999,2999,4.1,Wired,Console
New World Wireless Controller Remote Gamepad Joystick Compatible with PS3 all model Upgraded Joystick Controller for PS3,New,833,999,3.9,Wireless,Console
"Cosmic Byte Stellaris Controller, 3 Modes Wifi + Bluetooth + Wired for PC, iOS, Android, Hall Effect Trigger and Upgraded TMR Joystick, Macros, 1000mAh Battery, RGB LED, Software Support (Black)",Cosmic,2699,5499,4.2,Wired,Universal
"Cosmic Byte Lumora Tri-Mode Controller with Stealth Black RGB-Reveal Design, Hall Effect Joysticks & Triggers, Mechanical Buttons, 1000Hz Polling Rate, 6-Axis Gyro, Windows Software, 3.5mm Audio Jack, Macro & Turbo, 1300mAh Battery",Cosmic,3399,5999,4.6,Wired,Console
PS2 Gamepad to PC - 2 Player Converter to Play Gamepad on Computer - USB Joypad Converter for Upto 2 Controllers - PS2 to PC USB,PS2,499,999,3.3,Wired,Universal
"FAIFA Portable Game Controller with Built-in Display Screen, Digital Gamepad for Mobile Gaming, Black",FAIFA,899,2999,0,Wired,Console
GENERIC Wii Nunchuck Controllers Replacement Remote Joystick Gamepad Controller Compatible with Wii Wii U Console(Black),GENERIC,899,1590,0,Wired,Console
